pmid,doi,title,pub_date,abstract,authors,journal,keywords,url,affiliations
21667200,10.1007/S10803-011-1251-8,Design and subject characteristics in the federally-funded citalopram trial in children with pervasive developmental disorders.,2012-03-01,"The Studies to Advance Autism Research and Treatment Network conducted a randomized trial with citalopram in children with Pervasive developmental disorders (PDDs). We present the rationale, design and sample characteristics of the citalopram trial. Subjects (128 boys, 21 girls) had a mean age of 9.3 (±3.12) years; 132 (88.6%) were diagnosed with autistic disorder (4.7% with Asperger's Disorder; 6.7% with PDD-not otherwise specified). Less than half of the subjects were intellectually disabled; 117 (78.5%) were rated Moderate or Marked on the Clinical Global Impression for Severity. Study measures were similar to previous Research Units on Pediatric Psychopharmacology trials. Subjects in this trial were slightly older and more likely to have complaints of repetitive behavior than participants in RUPP trials.","Scahill Lawrence, McCracken James T, Bearss Karen, Robinson Fay, Hollander Eric, King Bryan, Bregman Joel, Sikich Lin, Dukes Kimberly, Sullivan Lisa, Anagnostou Evdokia, Donnelly Craig, Kim Young-Shin, Ritz Louise, Hirtz Deborah, Wagner Ann",Journal of autism and developmental disorders,"Adolescent, Child, Child Development Disorders, Pervasive, Citalopram, Double-Blind Method, Female, Humans, Male, Neuropsychological Tests, Research Design, Research Subjects, Selective Serotonin Reuptake Inhibitors, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/21667200,"Yale University School of Nursing and Child Study Center, 230 S. Frontage Rd., New Haven, CT, USA. lawrence.scahill@yale.edu"
19487623,10.1001/Archgenpsychiatry.2009.30,Lack of efficacy of citalopram in children with autism spectrum disorders and high levels of repetitive behavior: citalopram ineffective in children with autism.,2009-06-01,"Selective serotonin reuptake inhibitors are widely prescribed for children with autism spectrum disorders. To determine the efficacy and safety of citalopram hydrobromide therapy for repetitive behavior in children with autism spectrum disorders. National Institutes of Health-sponsored randomized controlled trial. Six academic centers, including Mount Sinai School of Medicine, North Shore-Long Island Jewish Health System, University of North Carolina at Chapel Hill, University of California at Los Angeles, Yale University, and Dartmouth Medical School. One hundred forty-nine volunteers 5 to 17 years old (mean [SD] age, 9.4 [3.1] years) were randomized to receive citalopram (n = 73) or placebo (n = 76). Participants had autistic spectrum disorders, Asperger disorder, or pervasive developmental disorder, not otherwise specified; had illness severity ratings of at least moderate on the Clinical Global Impressions, Severity of Illness Scale; and scored at least moderate on compulsive behaviors measured with the Children's Yale-Brown Obsessive Compulsive Scales modified for pervasive developmental disorders. Twelve weeks of citalopram hydrobromide (10 mg/5 mL) or placebo. The mean (SD) maximum dosage of citalopram hydrobromide was 16.5 (6.5) mg/d by mouth (maximum, 20 mg/d). Positive response was defined by a score of much improved or very much improved on the Clinical Global Impressions, Improvement subscale. An important secondary outcome was the score on the Children's Yale-Brown Obsessive Compulsive Scales modified for pervasive developmental disorders. Adverse events were systematically elicited using the Safety Monitoring Uniform Report Form. There was no significant difference in the rate of positive response on the Clinical Global Impressions, Improvement subscale between the citalopram-treated group (32.9%) and the placebo group (34.2%) (relative risk, 0.96; 95% confidence interval, 0.61-1.51; P > .99). There was no difference in score reduction on the Children's Yale-Brown Obsessive Compulsive Scales modified for pervasive developmental disorders from baseline (mean [SD], -2.0 [3.4] points for the citalopram-treated group and -1.9 [2.5] points for the placebo group; P = .81). Citalopram use was significantly more likely to be associated with adverse events, particularly increased energy level, impulsiveness, decreased concentration, hyperactivity, stereotypy, diarrhea, insomnia, and dry skin or pruritus. Results of this trial do not support the use of citalopram for the treatment of repetitive behavior in children and adolescents with autism spectrum disorders. Trial Registration clinicaltrials.gov Identifier: NCT00086645.","King Bryan H, Hollander Eric, Sikich Linmarie, McCracken James T, Scahill Lawrence, Bregman Joel D, Donnelly Craig L, Anagnostou Evdokia, Dukes Kimberly, Sullivan Lisa, Hirtz Deborah, Wagner Ann, Ritz Louise,  ",Archives of general psychiatry,"Adolescent, Asperger Syndrome, Attention, Autistic Disorder, Child, Child Development Disorders, Pervasive, Child, Preschool, Citalopram, Diarrhea, Dose-Response Relationship, Drug, Female, Humans, Impulsive Behavior, Male, Motor Activity, Selective Serotonin Reuptake Inhibitors, Sleep Initiation and Maintenance Disorders, Stereotyped Behavior, Treatment Failure",https://www.ncbi.nlm.nih.gov/pubmed/19487623,"Seattle Children's Hospital, University of Washington, 4800 Sand Point Way NE, Seattle, WA 98105, USA. bhking@u.washington.edu"
11476129,10.1097/00004714-200108000-00012,"Clomipramine versus haloperidol in the treatment of autistic disorder: a double-blind, placebo-controlled, crossover study.",2001-08-01,"Clomipramine, haloperidol, and placebo were compared with baseline in the treatment of autism, and overall outcome, specific symptoms, and side effects were examined. It was hypothesized that clomipramine would be better tolerated than haloperidol and prove superior on a measure of stereotypy. Individuals with a DSM-IV diagnosis of autistic disorder (mean age, 16.3 years; range, 10-36 years) were randomly assigned, by using a Latin square design, to the following 7-week trials: placebo, clomipramine (mean daily dose, 128.4 mg; range, 100-150 mg), or haloperidol (mean daily dose, 1.3 mg; range, 1-1.5 mg). Data on 36 subjects were analyzed and taken together; the results favored haloperidol. In those patients who were able to complete a full therapeutic trial, clomipramine proved comparable to haloperidol in terms of improvement compared with baseline. However, significantly fewer individuals receiving clomipramine versus haloperidol were able to complete the trial (37.5% vs. 69.7%, respectively) for reasons related to both side effects and efficacy or behavior problems. In the intent-to-treat sample, which is perhaps more clinically relevant, only haloperidol proved superior to baseline on a global measure of autistic symptom severity, as well as specific measures for irritability and hyperactivity. Clomipramine did not seem more effective on a measure of stereotypy, nor was it better tolerated.","Remington G, Sloman L, Konstantareas M, Parker K, Gow R",Journal of clinical psychopharmacology,"Adolescent, Adult, Antidepressive Agents, Tricyclic, Antipsychotic Agents, Autistic Disorder, Basal Ganglia Diseases, Clomipramine, Cross-Over Studies, Double-Blind Method, Female, Haloperidol, Humans, Male, Psychiatric Status Rating Scales, Stereotyped Behavior, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/11476129,"Centre for Addiction and Mental Health, Clarke Division, Toronto, Ontario, Canada. gary_remington@camh.net"
11239907,10.1016/S0006-3223(00)00956-2,Reactivity of serotonin in whole blood: relationship with drug response in obsessive-compulsive disorder.,2001-02-15,"Obsessive-compulsive disorder responds almost only to potent serotonin reuptake inhibitors. Previous studies have suggested a relation between serotonergic function and clinical outcome in serotonin reuptake inhibitor treatment of obsessive-compulsive disorder. In a randomized, double-blind trial, comparing clomipramine, paroxetine, and a placebo in obsessive-compulsive disorder, serotonin levels in whole blood (WB-5-HT) were measured at baseline, after 1 week, and after 4 weeks of treatment and related to clinical outcome in 36 patients. In patients treated with serotonin reuptake inhibitors there was a pronounced decrease of WB-5-HT, variable after 1 week and uniformly maximal after 4 weeks. The decrease of WB-5-HT after 1 week of serotonin reuptake inhibitor treatment correlated negatively with clinical outcome after 12 weeks (r = -.61, p =.0006); hence, patients with slower WB-5-HT reactivity eventually responded better to treatment. Baseline WB-5-HT, but not WB-5-HT reactivity, was related to season. Depression, autistic traits, and previous serotonin reuptake inhibitor treatment predicted nonresponse. A fast decrease of WB-5-HT was associated with poor clinical outcome. This may be related to faster serotonin efflux from platelets, which has previously been linked to autism. Further studies are necessary to identify the underlying mechanism and discern whether serotonin reuptake inhibitor-induced WB-5-HT decrease is clinically useful.","Humble M, Bejerot S, Bergqvist P B, Bengtsson F",Biological psychiatry,"Adult, Double-Blind Method, Female, Humans, Male, Obsessive-Compulsive Disorder, Paroxetine, Serotonin, Selective Serotonin Reuptake Inhibitors",https://www.ncbi.nlm.nih.gov/pubmed/11239907,"Psychiatry of Northern Dalecarlia, Mora Hospital, Mora, Sweden."
7491394,,A comparison of live and videotape ratings: clomipramine and haloperidol in autism.,1995-01-01,"This study compared live ratings with ratings of videotapes and compared response to clomipramine with response to haloperidol in 8 subjects, mean age 5.62 years, who met criteria for autism. They were consecutive admissions to a pilot study of clomipramine (n = 4) or a double-blind, placebo controlled study of haloperidol (n = 4). Live ratings were performed by two raters at the end of the pre-treatment placebo baseline period and at the end of the drug treatment period on the CPRS and the CGI and were videotaped. Employing the same instruments, these videotapes were rated by two raters who did not know the subjects and were blind to study design, treatment, and study phase. Ratings of videotapes significantly differed from live ratings. A treatment effect for haloperidol was detected only on live ratings and not on ratings of videotapes. No treatment effect was detected for clomipramine in either live or videotape ratings.","Sanchez L E, Adams P B, Uysal S, Hallin A, Campbell M, Small A M",Psychopharmacology bulletin,"Autistic Disorder, Child, Child, Preschool, Clomipramine, Double-Blind Method, Female, Haloperidol, Humans, Male, Psychiatric Status Rating Scales, Time Factors, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/7491394,"Department of Psychiatry, New York University Medical Center, New York 10016, USA."
8498878,10.1001/Archpsyc.1993.01820180039004,"A double-blind comparison of clomipramine, desipramine, and placebo in the treatment of autistic disorder.",1993-06-01,"To determine whether clomipramine hydrochloride, a serotonin reuptake blocker with unique anti-obsessional properties, is differentially effective for obsessive-compulsive and stereotyped motor behaviors in autistic disorder compared with placebo and with the noradrenergic tricyclic antidepressant agent, desipramine hydrochloride. Following a 2-week, single-blind placebo washout phase, 12 autistic subjects completed a 10-week, double-blind, crossover comparison of clomipramine and placebo, and 12 different subjects completed a similar comparison of clomipramine and desipramine. Outpatient clinic. A referral sample of 30 male and female autistic patients were enrolled, and 24 completed the study. Key outcome measures were the Autism Relevant Subscale of the Children's Psychiatric Rating Scale, the Modified Comprehensive Psychopathological Rating Scale-Obsessive-Compulsive Disorder Subscale, and the Clinical Global Impressions Scale. Clomipramine was superior to both placebo and desipramine on ratings of autistic symptoms (including stereotypies), anger, and compulsive, ritualized behaviors (P < .05), with no differences between desipramine and placebo. Clomipramine was equal to desipramine and both tricyclic agents were superior to placebo for amelioration of hyperactivity. Biological links between compulsions and stereotyped, repetitive behaviors in autistic disorder should be explored.","Gordon C T, State R C, Nelson J E, Hamburger S D, Rapoport J L",Archives of general psychiatry,"Adolescent, Adult, Ambulatory Care, Autistic Disorder, Child, Clomipramine, Desipramine, Double-Blind Method, Female, Humans, Male, Obsessive-Compulsive Disorder, Placebos, Psychiatric Status Rating Scales, Severity of Illness Index, Stereotyped Behavior, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/8498878,"Child Psychiatry Branch, National Institute of Mental Health, Bethesda, Md."
1536276,10.1176/Ajp.149.3.363,Differential response of seven subjects with autistic disorder to clomipramine and desipramine.,1992-03-01,"Clomipramine, a serotonin reuptake blocker that has unique antiobsessional properties, was hypothesized to have a different effect from that of desipramine, a tricyclic antidepressant with selective adrenergic effects, for the stereotyped, repetitive behaviors in autism. Seven subjects, ages 6-18 years, with autistic disorder completed a 10-week double-blind, crossover trial of clomipramine and desipramine following a 2-week single-blind, placebo phase. Clomipramine was superior to desipramine and placebo, as indicated by standardized ratings of autism and anger as well as ratings of repetitive and compulsive behaviors. Clomipramine and desipramine were equally superior to placebo for ratings of hyperactivity. Parents of all seven subjects elected to have their children continue to take clomipramine after the study. Clomipramine and desipramine are differentially effective in treating the obsessive-compulsive and core symptoms in autistic disorder. Biological links between compulsions and stereotyped, repetitive behaviors in autistic disorder should be explored.","Gordon C T, Rapoport J L, Hamburger S D, State R C, Mannheim G B",The American journal of psychiatry,"Adolescent, Anger, Autistic Disorder, Child, Clomipramine, Compulsive Behavior, Desipramine, Double-Blind Method, Female, Humans, Male, Placebos, Psychiatric Status Rating Scales, Single-Blind Method, Stereotyped Behavior",https://www.ncbi.nlm.nih.gov/pubmed/1536276,"Child Psychiatry Branch, NIMH, Bethesda, MD 20892."
26361994,10.1016/J.Pnpbp.2015.09.002,Using venlafaxine to treat behavioral disorders in patients with autism spectrum disorder.,2016-02-04,"To test the efficacy of venlafaxine at a dose of 18.75 mg/day on the reduction of behavioral problems such as irritability and hyperactivity/noncompliance in patients with intellectual disabilities and autism spectrum disorder (ASD). Our secondary hypothesis was that the usual doses of zuclopenthixol and/or clonazepam would decrease in the venlafaxine-treated group. In a randomized double-blind study, we compared six patients who received venlafaxine along with their usual treatment (zuclopenthixol and/or clonazepam) with seven patients who received placebo plus usual care. Irritability, hyperactivity/noncompliance, and overall clinical improvement were measured after 2 and 8 weeks, using validated clinical scales. Univariate analyses showed that the symptom of irritability improved in the entire sample (p = 0.023 after 2 weeks, p = 0.061 at study endpoint), although no difference was observed between the venlafaxine and placebo groups. No significant decrease in hyperactivity/noncompliance was observed during the study. At the end of the study, global improvement was observed in 33% of participants treated with venlafaxine and in 71% of participants in the placebo group (p = 0.29). The study found that decreased cumulative doses of clonazepam and zuclopenthixol were required for the venlafaxine group. Multivariate analyses (principal component analyses) with at least three combinations of variables showed that the two populations could be clearly separated (p b 0.05). Moreover, in all cases, the venlafaxine population had lower values for the Aberrant Behavior Checklist (ABC), Behavior Problems Inventory (BPI), and levels of urea with respect to the placebo group. In one case, a reduction in the dosage of clonazepam was also suggested. For an additional set of variables (ABC factor 2, BPI frequency of aggressive behaviors, hematic ammonia at Day 28, and zuclopenthixol and clonazepam intake), the separation between the two samples was statistically significant as was the Bartlett's test, but the Kaiser–Meyer–Olkin Measure of Sampling Adequacy was below the accepted threshold. This set of variables showed a reduction in the cumulative intake of both zuclopenthixol and clonazepam. Despite the small sample sizes, this study documented a statistically significant effect of venlafaxine. Moreover, we showed that lower doses of zuclopenthixol and clonazepam were needed in the venlafaxine group, although this difference was not statistically significant. This was confirmed by multivariate analyses, where this difference reached statistical significance when using a combination of variables involving zuclopenthixol. Larger-scale studies are recommended to better investigate the effectiveness of venlafaxine treatment in patients with intellectual disabilities and ASD.","Carminati Giuliana Galli, Gerber Fabienne, Darbellay Barbara, Kosel Markus Mathaus, Deriaz Nicolas, Chabert Jocelyne, Fathi Marc, Bertschy Gilles, Ferrero François, Carminati Federico",Progress in neuro-psychopharmacology & biological psychiatry,"Adolescent, Adult, Autism Spectrum Disorder, Clonazepam, Clopenthixol, Double-Blind Method, Drug Therapy, Combination, Female, Humans, Male, Multivariate Analysis, Psychotropic Drugs, Treatment Outcome, Venlafaxine Hydrochloride, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/26361994,"Service de Psychiatrie II, Pôle de Psychiatrie et Santé Mentale, Hôpitaux Universitaires de Strasbourg, 1 Place de l'Hôpital, BP 426, F-67091 Strasbourg Cedex, France.; Hôpitaux Universitaire de Genève, Centre de Recherche Clinique, Unité d'investigation clinique, 4-AL, Hôpital Cantonal, rue Micheli-du-Crest 24, 1211 Genève 14, Switzerland.; Physicist at CERN, 1211 Genève 23, Switzerland.; Hôpitaux Universitaire de Genève, Département de Santé Mentale et Psychiatrie, Service des Spécialités Psychiatriques, Unité du Développement Mental, Belle-Idée, bat. Jura, chemin Petit Bel-Air 2, 1225 Chêne-Bourg, Switzerland.; Université de Genève, Rue Michel Servet 1, 1205 Genève, Switzerland.; Département de Pathologie Clinique, Laboratoire Centrale de Chimie Clinique Hôpitaux Universitaire de Genève, Service médecine de laboratoire, Hôpital Cantonal, rue Micheli-du-Crest 24, 1211 Genève 14, Switzerland.; Seoul National University Bundang Hospital (SNUBH), Seoul, Republic of Korea. Electronic address: giuliana.gallicarminati@gmail.com.; Service de Pédiatrie, Clinique des Grangettes, Chemin des Grangettes 7, 1224 Chêne-Bougeries, Switzerland."
12447025,10.1097/00004583-200212000-00010,Lofexidine in hyperactive and impulsive children with autistic disorder.,2002-12-01,,"Niederhofer Helmut, Staffen Wolfgang, Mair Alois",Journal of the American Academy of Child and Adolescent Psychiatry,"Autistic Disorder, Child, Child, Preschool, Clonidine, Double-Blind Method, Female, Humans, Hyperkinesis, Impulsive Behavior, Male, Personality Assessment",https://www.ncbi.nlm.nih.gov/pubmed/12447025,
1479049,,Clonidine treatment of hyperactive and impulsive children with autistic disorder.,1992-10-01,"Many autistic children have associated problems of inattention, impulsivity, and hyperactivity that limit the effectiveness of educational and behavioral interventions. Few controlled psychopharmacologic trials have been conducted in autistic children to determine which agents may be effective for these associated features. Eight male children (8.1 +/- 2.8 years) with autistic disorder, diagnosed by DSM-III-R criteria, completed a placebo-controlled, double-blind crossover trial of clonidine. Subjects were included in the study if they had inattention, impulsivity, and hyperactivity that was excessive for their developmental level. Subjects had not tolerated or responded to other psychopharmacologic treatments (neuroleptics, methylphenidate, or desipramine). Teacher ratings on the Aberrant Behavior Checklist irritability, stereotypy, hyperactivity, and inappropriate speech factors were lower during treatment with clonidine than during treatment with placebo. Attention deficit disorder with hyperactivity: Comprehensive Teacher's Rating Scale ratings were not significantly improved during the study, except for oppositional behavior. Parent Conners Abbreviated Parent-Teacher Questionnaire ratings significantly improved during clonidine treatment. Clonidine led to increased ratings of the side effects of drowsiness and decreased activity. Clinician ratings (Children's Psychiatric Rating Scale Autism, Hyperactivity, Anger and Speech Deviance factors; Children's Global Assessment Scale; Clinical Global Impressions efficacy) of videotaped sessions were not significantly different between clonidine and placebo. Clonidine was modestly effective in the short-term treatment of irritability and hyperactivity in some children with autistic disorder.","Jaselskis C A, Cook E H, Fletcher K E, Leventhal B L",Journal of clinical psychopharmacology,"Ambulatory Care, Attention Deficit Disorder with Hyperactivity, Attitude to Health, Autistic Disorder, Child, Child, Preschool, Clonidine, Double-Blind Method, Humans, Hypotension, Impulsive Behavior, Male, Parents, Placebos, Psychiatric Status Rating Scales, Sleep Stages, Teaching",https://www.ncbi.nlm.nih.gov/pubmed/1479049,"Department of Psychiatry, University of Chicago, Illinois."
1548248,,"A double-blind, placebo-controlled study of the efficacy of transdermal clonidine in autism.",1992-03-01,"Autistic individuals often exhibit hyperarousal behaviors (e.g., stereotyped body movements, self-stimulation, hypervigilance, and hyperactivity). Clonidine, an alpha 2-adrenergic receptor agonist, has been shown to be effective in reducing impulsivity, inattention, and hyperactivity associated with attention deficit disorder with hyperactivity. This study investigated the efficacy and safety of transdermal clonidine in reducing hyperarousal behaviors associated with autism. A double-blind, placebo-crossover study with transdermal clonidine was performed in nine autistic males (aged 5 to 33 years). Subjects received either clonidine (approximately 0.005 mg/kg/day) or placebo by a weekly transdermal patch. Each trial lasted 4 weeks with a 2-week washout period between treatment phases. Subjects were evaluated every 2 weeks by clinician raters and weekly by parents. The clonidine treatment showed a significant difference from placebo treatment on three subscales of the Ritvo-Freeman Real Life Rating Scale (i.e., social relationship to people, affectual responses, and sensory responses). The Clinical Global Impressions scale indicated that clonidine produced a significant improvement on severity of illness, global improvement, and efficacy index for therapeutic effect of the drug. A patient global rating scale showed clonidine treatment resulted in significant improvement in comparison with placebo. Adverse effects included sedation and fatigue during the first 2 weeks of clonidine treatment. Results from this preliminary study show that clonidine was effective in reducing several hyperarousal behaviors and improved social relationships in some autistic subjects. Further studies are needed in a larger autistic population to determine the dose-response relationship of clonidine.","Fankhauser M P, Karumanchi V C, German M L, Yates A, Karumanchi S D",The Journal of clinical psychiatry,"Administration, Cutaneous, Adolescent, Adult, Arousal, Attitude to Health, Autistic Disorder, Child, Child, Preschool, Clonidine, Double-Blind Method, Fatigue, Humans, Male, Parents, Placebos, Psychiatric Status Rating Scales, Severity of Illness Index, Sleep Stages",https://www.ncbi.nlm.nih.gov/pubmed/1548248,"Department of Pharmacy Practice, College of Pharmacy, University of Arizona, Tucson."
7701277,10.1093/Schbul/20.4.697,Childhood-onset schizophrenia: an NIMH study in progress.,1994-01-01,"An ongoing study of the phenomenology, genetics, neuropsychology, physiology (eye tracking, autonomic responsivity), neuroimaging, biochemistry, and pharmacology of childhood-onset schizophrenia is described, and pilot data are presented for the first 22 subjects. Differentiation from autism ""spectrum"" disorders and other poorly defined, severe neurodevelopmental disorders is needed. Eye tracking and autonomic results are similar to patterns seen in later-onset schizophrenia and possibly more striking. Magnetic resonance imaging showed larger left frontal ventricular horn area for the schizophrenia subjects, larger left caudate, and lack of normal caudate asymmetry. Fluorodeoxyglucose positron emission tomography during an auditory continuous performance task revealed decreased right parietal/occipital glucose metabolic rate in the schizophrenia subjects, which may be secondary to poor attentional performance, and increased glucose metabolic rate in three left frontal regions, a left parietal region, and the right putamen. Clozapine has been effective and well tolerated in an open trial with 12 adolescents who responded poorly to typical neuroleptics; 16 subjects have been enrolled in a double-blind comparison of haloperidol and clozapine. Longitudinal study of this narrowly defined and possibly more homogeneous group of very early-onset schizophrenia subjects will be relevant to current neurodevelopmental theories addressing the role of puberty, progression of pathology, and continuity or discontinuity with later-onset schizophrenia.","Gordon C T, Frazier J A, McKenna K, Giedd J, Zametkin A, Zahn T, Hommer D, Hong W, Kaysen D, Albus K E",Schizophrenia bulletin,"Adolescent, Brain, Brain Mapping, Child, Clozapine, Diagnostic Imaging, Double-Blind Method, Female, Follow-Up Studies, Haloperidol, Humans, Male, National Institute of Mental Health (U.S.), Neuropsychological Tests, Pursuit, Smooth, Reaction Time, Schizophrenia, Childhood, United States",https://www.ncbi.nlm.nih.gov/pubmed/7701277,"Child Psychiatry Branch, National Institute of Mental Health, Bethesda, MD 20892."
28138381,10.1186/S13229-017-0116-1,d-Cycloserine enhances durability of social skills training in autism spectrum disorder.,2017-01-01,"d-Cycloserine (DCS) enhances extinction learning across species, but it has proven challenging to identify consistent benefit of DCS when added to therapeutic interventions. We conducted a placebo-controlled trial of DCS to potentiate social skills training in autism spectrum disorder (ASD) but found substantial improvement in both the DCS and placebo groups at the conclusion of active treatment. Here, we assess the impact of DCS 11 weeks following active treatment to evaluate the impact of DCS on treatment response durability. Study participants included 60 outpatient youth with ASD, ages 5-11 years, all with IQ above 70, and significantly impaired social functioning who completed a 10-week active treatment phase during which they received weekly single doses of 50 mg of DCS or placebo administered 30 min prior to group social skills training. Following the 10-week active treatment phase, blinded follow-up assessments occurred at week 11 and week 22. The primary outcome measure for our durability of treatment evaluation was the parent-rated social responsiveness scale (SRS) total raw score at week 22. Analysis of the SRS total raw score demonstrated significant decrease for the DCS group compared to the placebo group (<i>p</i> = 0.042) indicating greater maintenance of treatment effect in the DCS group. DCS was well tolerated, with irritability being the most frequently reported adverse effect in both groups. The findings of this study suggest that DCS may help youth with ASD to maintain skills gained during sort-term social skills training. Larger-scale studies with longer follow-up will be necessary to further understand the long-term impact of DCS paired with structured social skills training. ClinicalTrials.gov, NCT01086475.","Wink Logan K, Minshawi Noha F, Shaffer Rebecca C, Plawecki Martin H, Posey David J, Horn Paul S, Adams Ryan, Pedapati Ernest V, Schaefer Tori L, McDougle Christopher J, Swiezy Naomi B, Erickson Craig A",Molecular autism,"Autism Spectrum Disorder, Child, Child, Preschool, Cycloserine, Double-Blind Method, Drug Administration Schedule, Female, Humans, Learning, Male, Severity of Illness Index, Social Behavior, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/28138381,"Lurie Center for Autism, Departments of Psychiatry and Pediatrics, Massachusetts General Hospital and MassGeneral Hospital for Children, Harvard Medical School, Boston, MA USA.; Cincinnati Children's Hospital Medical Center and the University of Cincinnati College of Medicine, 3333 Burnet Avenue MLC 4002, Cincinnati, OH 45229 USA.; Dr. David Posey M.D., LLC, Indianapolis, IN USA.; Christian Sarkine Autism Treatment Center, Riley Hospital for Children at Indiana University Health and the Indiana University School of Medicine Department of Psychiatry, Indianapolis, IN USA."
26770664,10.1186/S13229-015-0062-8,"A randomized, placebo-controlled trial of D-cycloserine for the enhancement of social skills training in autism spectrum disorders.",2016-01-01,"Researchers have demonstrated that d-cycloserine (DCS) can enhance the effects of behavioral interventions in adults with anxiety and enhances prosocial behavior in animal models of autism spectrum disorders (ASD). This study extended upon this background by combining DCS with behavioral social skills therapy in youth with ASD to assess its impact on the core social deficits of ASD. We hypothesized that DCS used in combination with social skills training would enhance the acquisition of social skills in children with ASD. A 10-week, double-blind, placebo-controlled trial of DCS (50 mg) given 30 min prior to weekly group social skills training was conducted at two sites. Children with ASD were randomized to receive 10 weeks (10 doses) of DCS or placebo in a 1:1 ratio. No statistically significant difference attributable to drug treatment was observed in the change scores for the primary outcome measure, the Social Responsiveness Scale (SRS), total score (p = 0.45), or on secondary outcome measures. The results of this trial demonstrated no drug-related short-term improvement on the primary outcome measure, or any of the secondary outcome measures. However, an overall significant improvement in SRS total raw score was observed from baseline to end of treatment for the entire group of children with ASD. This suggests a need to further study the efficacy of the social skills training protocol. Limitations to the current study and areas for future research are discussed. ClinicalTrials.govNCT01086475.","Minshawi Noha F, Wink Logan K, Shaffer Rebecca, Plawecki Martin H, Posey David J, Liu Hai, Hurwitz Sarah, McDougle Christopher J, Swiezy Naomi B, Erickson Craig A",Molecular autism,"Autism Spectrum Disorder, Behavior Therapy, Child, Child, Preschool, Cycloserine, Double-Blind Method, Excitatory Amino Acid Agonists, Female, Humans, Interpersonal Relations, Learning, Male, Parents, Severity of Illness Index, Social Skills, Treatment Failure",https://www.ncbi.nlm.nih.gov/pubmed/26770664,"Cincinnati Children's Hospital Medical Center, University of Cincinnati College of Medicine, 3333 Burnet Avenue MLC 4002, Cincinnati, OH 45229 USA.; Christian Sarkine Autism Treatment Center, Riley Hospital for Children at Indiana University Health, Indiana University School of Medicine Department of Psychiatry, Indianapolis, IN USA.; Lurie Center for Autism, Departments of Psychiatry and Pediatrics, Massachusetts General Hospital and MassGeneral Hospital for Children, Harvard Medical School, Boston, MA USA.; Department of Biostatistics, Indiana University School of Medicine, Indianapolis, IN USA.; David J. Posey, M.D., LLC, Indianapolis, IN USA.; Indiana University School of Education, Bloomington, IN USA."
25923852,10.1176/Appi.Neuropsych.13070155,A trial of d-cycloserine to treat the social deficit in older adolescents and young adults with autism spectrum disorders.,2015-01-01,"Autism spectrum disorders are difficult for older adolescents and young adults as impaired social communication affects the transition to adult life. d-Cycloserine, a partial glycine agonist at the N-methyl-d-aspartic acid receptor, was tested in a double-blind randomized trial in 20 older adolescents and young adults with autism spectrum disorders using two dosing strategies (50 mg daily versus 50 mg weekly) for 8 weeks with a 2-week follow-up after discontinuation. d-Cycloserine caused statistically and clinically significant improvement with no differentiation between dosing strategies on the Social Responsiveness Scale and the Aberrant Behavior Checklist before and after d-cycloserine administration.","Urbano Maria, Okwara Leonore, Manser Paul, Hartmann Kathrin, Deutsch Stephen I",The Journal of neuropsychiatry and clinical neurosciences,"Adolescent, Adult, Antimetabolites, Autism Spectrum Disorder, Cycloserine, Double-Blind Method, Female, Humans, Linear Models, Longitudinal Studies, Male, Mental Status Schedule, Neuropsychological Tests, Psychiatric Status Rating Scales, Social Communication Disorder, Time Factors, Treatment Outcome, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/25923852,"From the Dept. of Psychiatry and Behavioral Sciences, Eastern Virginia Medical School, Norfolk, Virginia (MU, LO, KH, SID); and Virginia Commonwealth University, Richmond, Virginia (PM)."
