"pmid","doi","title","pub_date","abstract","authors","journal","keywords","url","affiliations","embedding"
"26751259","10.1111/Fcp.12178","Topiramate for the management of methamphetamine dependence: a pilot randomized, double-blind, placebo-controlled trial.","2016-06-01","To date, no medication has been approved as an effective treatment for methamphetamine dependence. Topiramate has attracted considerable attention as a treatment for the dependence on alcohol and stimulants. Therefore, this study aimed to evaluate the effect of topiramate for methamphetamine dependence. This study was a double-blind, randomized, placebo-controlled trial. In the present investigation, 62 methamphetamine-dependent adults were enrolled and randomized into two groups, and received topiramate or a placebo for 10 weeks in escalating doses from 50 mg/day to the target maintenance dose of 200 mg/day. Addiction severity index (ASI) and craving scores were registered every week. The Beck questionnaire was also given to each participant at baseline and every 2 weeks during the treatment. Urine samples were collected at baseline and every 2 weeks during the treatment. Fifty-seven patients completed 10 weeks of the trial. There was no significant difference between both groups in the mean percentage of prescribed capsules taken by the participants. At week six, the topiramate group showed a significantly lower proportion of methamphetamine-positive urine tests in comparison with the placebo group (P = 0.01). In addition, there were significantly lower scores in the topiramate group in comparison with the placebo group in two domains of ASI: drug use severity (P < 0.001) and drug need (P < 0.001). Furthermore, the craving score (duration) significantly declined in the topiramate patients compared to those receiving the placebo. In conclusion, the results of this trial suggest that topiramate may be beneficial for the treatment of methamphetamine dependence.","Rezaei Farzin, Ghaderi Ebrahim, Mardani Roya, Hamidi Seiran, Hassanzadeh Kambiz","Fundamental & clinical pharmacology","Adult, Amphetamine-Related Disorders, Central Nervous System Stimulants, Disease Management, Double-Blind Method, Follow-Up Studies, Fructose, Humans, Iran, Male, Methamphetamine, Pilot Projects, Topiramate","https://www.ncbi.nlm.nih.gov/pubmed/26751259","Social Determinants of Health Research Center, Kurdistan University of Medical Sciences, Pasdaran Blvd, Sanandaj, Iran.; Ghods Hospital, Kurdistan University of Medical Sciences, Pasdaran Blvd, Sanandaj, Iran.; Student Research Committee, Kurdistan University of Medical Sciences, Pasdaran Blvd, Sanandaj, Iran.; Cellular and Molecular Research Center, Kurdistan University of Medical Sciences, Pasdaran Blvd, Sanandaj, Iran.",
"26762378","10.1007/S00213-015-4199-0","Effects of propranolol on conversational reciprocity in autism spectrum disorder: a pilot, double-blind, single-dose psychopharmacological challenge study.","2016-04-01","Pharmacological intervention for autism spectrum disorder (ASD) is an important addition to treatment, yet currently available agents target co-morbid psychiatric concerns, such as aggression and irritability. Propranolol, a beta-adrenergic antagonist with anxiolytic effects, has been shown to improve verbal fluency and working memory in adults and adolescents with ASD in single-dose challenges. The present pilot study explores the acute effects of propranolol on a measure of conversational reciprocity in this population. We also examined whether autonomic activity and anxiety moderate or mediate response to the drug, given relationships between these variables and ASD, as well as the drug's effects. In a within-subject crossover design, 20 individuals with ASD received a single dose of propranolol or placebo during two sessions in a double-blinded, counterbalanced manner. After drug administration, participants performed a conversational reciprocity task by engaging in a short conversation with the researcher. Measurements of autonomic activity and anxiety were obtained before and after drug administration. Propranolol significantly improved performance on the conversational reciprocity task total [d = 0.40] and nonverbal communication domain scores when compared to the placebo condition. However, neither autonomic activity nor anxiety was significantly associated with drug response. Acute propranolol administration improved conversational reciprocity in ASD. Further exploration of these preliminary findings, as well as other potential treatment response predictors, with serial doses is warranted.","Zamzow Rachel M, Ferguson Bradley J, Stichter Janine P, Porges Eric C, Ragsdale Alexandra S, Lewis Morgan L, Beversdorf David Q","Psychopharmacology","Adolescent, Adrenergic beta-Antagonists, Adult, Aggression, Anxiety, Autism Spectrum Disorder, Autonomic Nervous System, Cross-Over Studies, Double-Blind Method, Female, Humans, Male, Pilot Projects, Propranolol, Social Behavior, Young Adult","https://www.ncbi.nlm.nih.gov/pubmed/26762378","Interdisciplinary Neuroscience Program, University of Missouri, Columbia, MO, USA.; Center for Cognitive Aging and Memory (CAM), Institute on Aging, McKnight Brain Institute, Department of Aging and Geriatric Research, University of Florida, Gainesville, FL, 32608, USA.; Department of Psychological Sciences, University of Missouri, Columbia, MO, USA. beversdorfd@health.missouri.edu.; Department of Biological Sciences, University of Missouri, Columbia, MO, USA.; Department of Special Education, University of Missouri, Columbia, MO, USA.",
"26770664","10.1186/S13229-015-0062-8","A randomized, placebo-controlled trial of D-cycloserine for the enhancement of social skills training in autism spectrum disorders.","2016-01-01","Researchers have demonstrated that d-cycloserine (DCS) can enhance the effects of behavioral interventions in adults with anxiety and enhances prosocial behavior in animal models of autism spectrum disorders (ASD). This study extended upon this background by combining DCS with behavioral social skills therapy in youth with ASD to assess its impact on the core social deficits of ASD. We hypothesized that DCS used in combination with social skills training would enhance the acquisition of social skills in children with ASD. A 10-week, double-blind, placebo-controlled trial of DCS (50 mg) given 30 min prior to weekly group social skills training was conducted at two sites. Children with ASD were randomized to receive 10 weeks (10 doses) of DCS or placebo in a 1:1 ratio. No statistically significant difference attributable to drug treatment was observed in the change scores for the primary outcome measure, the Social Responsiveness Scale (SRS), total score (p = 0.45), or on secondary outcome measures. The results of this trial demonstrated no drug-related short-term improvement on the primary outcome measure, or any of the secondary outcome measures. However, an overall significant improvement in SRS total raw score was observed from baseline to end of treatment for the entire group of children with ASD. This suggests a need to further study the efficacy of the social skills training protocol. Limitations to the current study and areas for future research are discussed. ClinicalTrials.govNCT01086475.","Minshawi Noha F, Wink Logan K, Shaffer Rebecca, Plawecki Martin H, Posey David J, Liu Hai, Hurwitz Sarah, McDougle Christopher J, Swiezy Naomi B, Erickson Craig A","Molecular autism","Autism Spectrum Disorder, Behavior Therapy, Child, Child, Preschool, Cycloserine, Double-Blind Method, Excitatory Amino Acid Agonists, Female, Humans, Interpersonal Relations, Learning, Male, Parents, Severity of Illness Index, Social Skills, Treatment Failure","https://www.ncbi.nlm.nih.gov/pubmed/26770664","Cincinnati Children's Hospital Medical Center, University of Cincinnati College of Medicine, 3333 Burnet Avenue MLC 4002, Cincinnati, OH 45229 USA.; David J. Posey, M.D., LLC, Indianapolis, IN USA.; Department of Biostatistics, Indiana University School of Medicine, Indianapolis, IN USA.; Christian Sarkine Autism Treatment Center, Riley Hospital for Children at Indiana University Health, Indiana University School of Medicine Department of Psychiatry, Indianapolis, IN USA.; Indiana University School of Education, Bloomington, IN USA.; Lurie Center for Autism, Departments of Psychiatry and Pediatrics, Massachusetts General Hospital and MassGeneral Hospital for Children, Harvard Medical School, Boston, MA USA.",
"26797318","10.1089/Cap.2015.0130","Caregiver Satisfaction with a Multisite Trial of Atomoxetine and Parent Training for Attention-Deficit/Hyperactivity Disorder and Behavioral Noncompliance in Children with Autism Spectrum Disorder.","2016-11-01","The purpose of this study was to examine caregiver satisfaction with the research experience in a randomized clinical trial of atomoxetine (ATX) and parent training (PT) for attention-deficit/hyperactivity disorder (ADHD) and behavioral noncompliance co-occurring with autism. The Children with Hyperactivity and Autism Research Treatment Study (CHARTS) randomly assigned 128 children 5.00-14.11 years of age to four treatment groups (ATX + PT, ATX alone, PT + placebo[PBO], and PBO). Caregivers completed an 18 item questionnaire about their satisfaction with the research experience. We summarized caregiver responses with descriptive statistics and examined whether the responses were associated with demographic variables, treatment assignment, or the child's response to treatment (positive or negative). Ninety-three percent of caregivers (119) completed the questionnaire. When asked if they would join the study again if given the chance, 87% (103) responded ""yes,"" 13% (15) responded ""maybe,"" and 1% (1) responded ""no."" When asked if they would recommend the study to other caregivers of children with similar problems, 92% (109) responded ""yes"" and 8% responded (10) ""maybe."" Of the 59 Parent Satisfaction Questionnaire (PSQ) respondents who received PT, 75% (44) felt more confident in managing current child behaviors, 24% (14) felt that their level of confidence was unchanged, and 2% (1) felt less confident. Most caregivers expressed satisfaction with the study procedures, including the number of visits and the safety monitoring protocols. In general, caregivers were highly satisfied with their research experience. These findings may be useful for informing human subject committees and for designing study protocols that are appealing to families.","Hollway Jill A, Aman Michael G, Mendoza-Burcham Marissa I, Silverman Laura, Arnold L Eugene, Tumuluru Rameshwari, Handen Benjamin L, Lecavalier Luc, Page Kristin, Sayre Pamela, Smith Tristram","Journal of child and adolescent psychopharmacology","Adolescent, Atomoxetine Hydrochloride, Attention Deficit Disorder with Hyperactivity, Autism Spectrum Disorder, Caregivers, Child, Combined Modality Therapy, Female, Humans, Male, Parents, Personal Satisfaction, Surveys and Questionnaires, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/26797318","2 Department of Psychiatry at the Western Psychiatric Institute and Clinic, University of Pittsburgh , Pittsburgh, Pennsylvania.; 3 Division of Neurodevelopmental and Behavioral Pediatrics at the University of Rochester , Rochester, New York.; 1 The Nisonger Center, University Center for Excellence in Development Disabilities (UCEDD), Ohio State University , Columbus, Ohio.",
"26797940","10.1007/S10803-016-2702-Z","Increasing Responsive Parent-Child Interactions and Joint Engagement: Comparing the Influence of Parent-Mediated Intervention and Parent Psychoeducation.","2016-05-01","Enhancing immediate and contingent responding by caregivers to children's signals is an important strategy to support social interactions between caregivers and their children with autism. Yet, there has been limited examination of parents' responsive behaviour in association with children's social behaviour post caregiver-mediated intervention. Eighty-five dyads were randomized to one of two 10-week caregiver-training interventions. Parent-child play interactions were coded for parental responsivity and children's joint engagement. Significant gains in responsivity and time jointly engaged were found post JASPER parent-mediated intervention over a psychoeducation intervention. Further, combining higher levels of responsive behaviour with greater adoption of intervention strategies was associated with greater time jointly engaged. Findings encourage a focus on enhancing responsive behaviour in parent-mediated intervention models.","Shire Stephanie Y, Gulsrud Amanda, Kasari Connie","Journal of autism and developmental disorders","Adult, Autistic Disorder, Behavior Therapy, Caregivers, Child, Preschool, Female, Humans, Interpersonal Relations, Male, Parent-Child Relations, Parents, Social Behavior","https://www.ncbi.nlm.nih.gov/pubmed/26797940","Center for Autism Research and Treatment, UCLA, 760 Westwood Plaza, Los Angeles, CA, 90024, USA.; Department of Psychiatry, 67-448 Neuropsychiatric Institute (NPI), University of California Los Angeles (UCLA), 760 Westwood Plaza, Los Angeles, CA, 90024, USA. sypatterson@ucla.edu.",
"26802979","10.1016/J.Eurpsy.2015.11.004","Initial severity and efficacy of risperidone in autism: Results from the RUPP trial.","2016-02-01","Risperidone is a common psychopharmacological treatment for irritability in autism spectrum disorder (ASD). It is not well-established how effective risperidone is across the initial symptom severity range. This study aims to examine the influence of baseline severity on the efficacy of risperidone in the treatment of ASD. Participants were from the NIMH funded RUPP multisite, randomized, double-blind trial that compared risperidone to placebo to treat autistic disorder with severe tantrums, aggression, or self-injury. Participants were aged 5 to 17, and randomly assigned to risperidone (n=49) or placebo (n=52). Baseline and change scores were computed with the Aberrant Behavior Checklist (ABC) parent assessed scales with irritability as the primary outcome, as well as the clinician assessed ABC Irritability subscale, and Clinical Global Impression Scale. The relationship between baseline severity and change scores for the risperdone and placebo groups was examined with eight competing three-level mixed-effects models for repeated measure models. Significant (P<0.01) interactions between treatment and baseline severity were observed for parent ABC ratings of irritability and lethargy only. Greater magnitudes of the differences between risperidone and placebo were observed from moderate to very severe baseline severity on irritability and lethargy. Initial severity values over approximately 30 had a strong effect on symptom change [irritability: effect size (ES)=1.9, number needed to treat (NNT)=2, lethargy ES=0.9, NNT=5]. Parents may expect benefits of risperidone on irritability and lethargy with moderate to severe symptoms of ASD. Registry name: ClinicalTrials.gov, trial identifier: NCT00005014, URL: http://www.clinicaltrials.gov/ct2/show/NCT00005014?term=NCT00005014&rank=1, registered on March 31, 2000.","Levine S Z, Kodesh A, Goldberg Y, Reichenberg A, Furukawa T A, Kolevzon A, Leucht S","European psychiatry : the journal of the Association of European Psychiatrists","Adolescent, Aggression, Antipsychotic Agents, Autistic Disorder, Child, Child, Preschool, Double-Blind Method, Drug Monitoring, Female, Humans, Irritable Mood, Male, Risperidone, Self-Injurious Behavior, Treatment Outcome","https://www.ncbi.nlm.nih.gov/pubmed/26802979","University of Haifa, Haifa, Israel.; Departments of Health Promotion and Human Behavior and of Clinical Epidemiology, Kyoto University Graduate School of Medicine, School of Public Health, Kyoto, Japan.; Seaver Autism Center for Research and Treatment, Departments of Psychiatry and Pediatrics, Icahn School of Medicine at Mount Sinai, New York, USA.; Department of Psychiatry and Psychotherapy, Technische Universität München, München, Germany.; University of Haifa, Haifa, Israel. Electronic address: slevine@univ.haifa.ac.il.",
"26819282","10.1093/Ijnp/Pyw006","Frontal D2/3 Receptor Availability in Schizophrenia Patients Before and After Their First Antipsychotic Treatment: Relation to Cognitive Functions and Psychopathology.","2016-05-01","We have previously reported associations between frontal D2/3 receptor binding potential positive symptoms and cognitive deficits in antipsychotic-naïve schizophrenia patients. Here, we examined the effect of dopamine D2/3 receptor blockade on cognition. Additionally, we explored the relation between frontal D2/3 receptor availability and treatment effect on positive symptoms. Twenty-five antipsychotic-naïve first-episode schizophrenia patients were examined with the Positive and Negative Syndrome Scale, tested with the cognitive test battery Cambridge Neuropsychological Test Automated Battery, scanned with single-photon emission computerized tomography using the dopamine D2/3 receptor ligand [(123)I]epidepride, and scanned with MRI. After 3 months of treatment with either risperidone (n=13) or zuclopenthixol (n=9), 22 patients were reexamined. Blockade of extrastriatal dopamine D2/3 receptors was correlated with decreased attentional focus (r = -0.615, P=.003) and planning time (r = -0.436, P=.048). Moreover, baseline frontal dopamine D2/3 binding potential and positive symptom reduction correlated positively (D2/3 receptor binding potential left frontal cortex rho = 0.56, P=.003; D2/3 receptor binding potential right frontal cortex rho = 0.48, P=.016). Our data support the hypothesis of a negative influence of D2/3 receptor blockade on specific cognitive functions in schizophrenia. This is highly clinically relevant given the well-established association between severity of cognitive disturbances and a poor functional outcome in schizophrenia. Additionally, the findings support associations between frontal D2/3 receptor binding potential at baseline and the effect of antipsychotic treatment on positive symptoms.","Nørbak-Emig Henrik, Ebdrup Bjørn H, Fagerlund Birgitte, Svarer Claus, Rasmussen Hans, Friberg Lars, Allerup Peter N, Rostrup Egill, Pinborg Lars H, Glenthøj Birte Y","The international journal of neuropsychopharmacology","Adult, Antipsychotic Agents, Attention, Clopenthixol, Cognition, Denmark, Dopamine Antagonists, Female, Frontal Lobe, Humans, Magnetic Resonance Imaging, Male, Molecular Imaging, Receptors, Dopamine D2, Receptors, Dopamine D3, Risperidone, Schizophrenia, Schizophrenic Psychology, Time Factors, Tomography, Emission-Computed, Single-Photon, Treatment Outcome, Young Adult","https://www.ncbi.nlm.nih.gov/pubmed/26819282","Center for Neuropsychiatric Schizophrenia Research & Center for Clinical Intervention and Neuropsychiatric Schizophrenia Research, Copenhagen University Hospital, Mental Health Centre Glostrup, Mental Health Services, Capital Region of Denmark, Glostrup, Denmark (Drs Nørbak-Emig, Ebdrup, Fagerlund, Rasmussen, and Glenthøj); University of Copenhagen, Faculty of Health and Medical Sciences, Department of Clinical Medicine, Copenhagen, Denmark (Drs Nørbak-Emig and Glenthøj); Neurobiology Research Unit and Epilepsy Clinic, Copenhagen University Hospital, Rigshospitalet, Copenhagen, Denmark (Drs Svarer and Pinborg); Department of Education, Centre for Research in Compulsory Schooling, Aarhus University, Denmark (Dr Allerup); Functional Imaging Unit, Department of Diagnostics, Copenhagen University Hospital, Glostrup Hospital, Denmark (Dr Rostrup); Department of Clinical Physiology and Nuclear Medicine, Copenhagen University, Bispebjerg Hospital, Denmark (Dr Friberg). birte.glenthoj@cnsr.dk.; Center for Neuropsychiatric Schizophrenia Research & Center for Clinical Intervention and Neuropsychiatric Schizophrenia Research, Copenhagen University Hospital, Mental Health Centre Glostrup, Mental Health Services, Capital Region of Denmark, Glostrup, Denmark (Drs Nørbak-Emig, Ebdrup, Fagerlund, Rasmussen, and Glenthøj); University of Copenhagen, Faculty of Health and Medical Sciences, Department of Clinical Medicine, Copenhagen, Denmark (Drs Nørbak-Emig and Glenthøj); Neurobiology Research Unit and Epilepsy Clinic, Copenhagen University Hospital, Rigshospitalet, Copenhagen, Denmark (Drs Svarer and Pinborg); Department of Education, Centre for Research in Compulsory Schooling, Aarhus University, Denmark (Dr Allerup); Functional Imaging Unit, Department of Diagnostics, Copenhagen University Hospital, Glostrup Hospital, Denmark (Dr Rostrup); Department of Clinical Physiology and Nuclear Medicine, Copenhagen University, Bispebjerg Hospital, Denmark (Dr Friberg).",
"2682347","10.1159/000118551","Auditory evoked potential modifications according to clinical and biochemical responsiveness to fenfluramine treatment in children with autistic behavior.","1989-01-01","Evoked potentials to auditory stimulations varying in intensity were studied in 13 children with autistic behavior treated with fenfluramine. Modifications of both amplitude and single-trial potential variability were considered according to the clinical and biochemical responsiveness to this drug. Six children (responders) were clinically improved by the treatment. Electrophysiological data were affected according to the clinical and biochemical responsiveness to fenfluramine: the auditory evoked potential amplitude increased, and the single-trial potential variability decreased at each intensity level only in responders whose dopaminergic metabolism was significantly modified by fenfluramine treatment. No modification was found in nonresponders. Both biochemical and electrophysiological results argued for an amphetamine-like action of fenfluramine in those autistic children whose attention deficits are associated with motor disturbances including hyperactivity.","Bruneau N, Barthélémy C, Roux S, Jouve J, Lelord G","Neuropsychobiology","3,4-Dihydroxyphenylacetic Acid, Autistic Disorder, Child, Child, Preschool, Dopamine, Evoked Potentials, Auditory, Female, Fenfluramine, Homovanillic Acid, Humans, Male, Phenylacetates, Randomized Controlled Trials as Topic, Reaction Time, Serotonin","https://www.ncbi.nlm.nih.gov/pubmed/2682347","INSERM U316, CHU Bretonneau, Tours, France.",
"26830414","10.1007/S10803-016-2720-X","Mechanism of Developmental Change in the PLAY Project Home Consultation Program: Evidence from a Randomized Control Trial.","2016-05-01","This investigation is a secondary analysis of data from a randomized control trial of the PLAY Home Consultation Intervention Program which was conducted with 112 preschool children with Autism Spectrum Disorders and their parents (Solomon et al. in J Dev Behav Pediatr 35:475-485, 2014). Subjects were randomly assigned to either a community standard (CS) treatment group or to the PLAY Project plus CS Treatment (PLAY). PLAY subjects received monthly parent-child intervention sessions for 1 year during which parents learned how to use the rationale and interactive strategies of the Developmental, Individual-differences, Relationship-based (DIR) intervention model (Greenspan and Weider in The child with special needs: encouraging intellectual and emotional growth. DeCapo Press, Cambridge, MA, 1998) to engage in more responsive, affective and less directive interactions with their children. This investigation examined whether PLAY intervention effects on parents' style of interacting with their children as well as on children's social engagement mediated the effects of PLAY on children's autism severity as measured by ADOS calibrated severity scores. Regression procedures were used to test for mediation. There were two main findings. First the effects of PLAY on children's social engagement were mediated by the increases in parental responsiveness and affect that were promoted by PLAY. Second, the effects of PLAY on the severity children's Social Affect disorders were mediated by changes in parental responsiveness and affect; however, the effects of Responsive/Affect were mediated by the impact these variables had on children's social engagement. Results are discussed in terms of contemporary models of developmental change including the developmental change model that is the foundation for DIR.","Mahoney Gerald, Solomon Richard","Journal of autism and developmental disorders","Autism Spectrum Disorder, Behavior Therapy, Child, Child Development, Child, Preschool, Emotions, Female, Humans, Interpersonal Relations, Learning, Male, Parent-Child Relations, Parents, Referral and Consultation, Regression Analysis","https://www.ncbi.nlm.nih.gov/pubmed/26830414","Ann Arbor Center for Developmental and Behavioral Pediatrics, Ann Arbor, MI, 48103, USA.; Jack, Joseph and Morton Mandel School of Applied Social Sciences, Case Western Reserve University, Cleveland, OH, 44106, USA. gjm14@case.edu.",
"26862085","10.1177/1362361315617880","First evidence of the feasibility of gaze-contingent attention training for school children with autism.","2016-11-01","A number of authors have suggested that attention control may be a suitable target for cognitive training in children with autism spectrum disorder. This study provided the first evidence of the feasibility of such training using a battery of tasks intended to target visual attentional control in children with autism spectrum disorder within school-based settings. Twenty-seven children were recruited and randomly assigned to either training or an active control group. Of these, 19 completed the initial assessment, and 17 (9 trained and 8 control) completed all subsequent training sessions. Training of 120 min was administered per participant, spread over six sessions (on average). Compliance with the training tasks was generally high, and evidence of within-task training improvements was found. A number of untrained tasks to assess transfer of training effects were administered pre- and post-training. Changes in the trained group were assessed relative to an active control group. Following training, significant and selective changes in visual sustained attention were observed. Trend training effects were also noted on disengaging visual attention, but no convincing evidence of transfer was found to non-trained assessments of saccadic reaction time and anticipatory looking. Directions for future development and refinement of these new training techniques are discussed.","Powell Georgina, Wass Sam V, Erichsen Jonathan T, Leekam Susan R","Autism : the international journal of research and practice","Attention, Autistic Disorder, Child, Child, Preschool, Cognitive Behavioral Therapy, Feasibility Studies, Female, Fixation, Ocular, Humans, Male, Reaction Time, Treatment Outcome, Wales","https://www.ncbi.nlm.nih.gov/pubmed/26862085","Cardiff University, UK powellg7@cardiff.ac.uk.; Medical Research Council (MRC) Cognition and Brain Sciences Unit, UK.; Cardiff University, UK.",
"26912485","10.1177/1362361315621885","Social skills group training in high-functioning autism: A qualitative responder study.","2016-11-01","Systematic reviews show some evidence for the efficacy of group-based social skills group training in children and adolescents with autism spectrum disorder, but more rigorous research is needed to endorse generalizability. In addition, little is known about the perspectives of autistic individuals participating in social skills group training. Using a qualitative approach, the objective of this study was to examine experiences and opinions about social skills group training of children and adolescents with higher functioning autism spectrum disorder and their parents following participation in a manualized social skills group training (""KONTAKT""). Within an ongoing randomized controlled clinical trial (NCT01854346) and based on outcome data from the Social Responsiveness Scale, six high responders and five low-to-non-responders to social skills group training and one parent of each child (N = 22) were deep interviewed. Interestingly, both high responders and low-to-non-responders (and their parents) reported improvements in social communication and related skills (e.g. awareness of own difficulties, self-confidence, independence in everyday life) and overall treatment satisfaction, although more positive intervention experiences were expressed by responders. These findings highlight the added value of collecting verbal data in addition to quantitative data in a comprehensive evaluation of social skills group training.","Choque Olsson Nora, Rautio Daniel, Asztalos Jenny, Stoetzer Ulrich, Bölte Sven","Autism : the international journal of research and practice","Adolescent, Autistic Disorder, Child, Female, Humans, Interpersonal Relations, Male, Parents, Patient Satisfaction, Psychotherapy, Group, Qualitative Research, Social Skills","https://www.ncbi.nlm.nih.gov/pubmed/26912485","Karolinska Institutet & Swedish Work Environmental Authority, Sweden.; Stockholm County Council, Sweden.; Karolinska Institutet, Sweden Stockholm County Council, Sweden nora.choque-olsson@ki.se.; Karolinska Institutet, Sweden Stockholm County Council, Sweden.",
"26922192","10.1007/S10803-016-2755-Z","Comparison of a Self-Directed and Therapist-Assisted Telehealth Parent-Mediated Intervention for Children with ASD: A Pilot RCT.","2016-07-01","This pilot RCT compared the effect of a self-directed and therapist-assisted telehealth-based parent-mediated intervention for young children with ASD. Families were randomly assigned to a self-directed or therapist-assisted program. Parents in both groups improved their intervention fidelity, self-efficacy, stress, and positive perceptions of their child; however, the therapist-assisted group had greater gains in parent fidelity and positive perceptions of child. Children in both groups improved on language measures, with a trend towards greater gains during a parent-child interaction for the therapist-assisted group. Only the children in the therapist-assisted group improved in social skills. Both models show promise for delivering parent-mediated intervention; however, therapist assistance provided an added benefit for some outcomes. A full-scale comparative efficacy trial is warranted.","Ingersoll Brooke, Wainer Allison L, Berger Natalie I, Pickard Katherine E, Bonter Nicole","Journal of autism and developmental disorders","Autism Spectrum Disorder, Child, Child, Preschool, Female, Follow-Up Studies, Health Personnel, Humans, Infant, Male, Parent-Child Relations, Parents, Pilot Projects, Psychotherapy, Group, Self Care, Telemedicine","https://www.ncbi.nlm.nih.gov/pubmed/26922192","Department of Psychology, Michigan State University, 316 Physics Rd., East Lansing, MI, 48824, USA. ingers19@msu.edu.; Department of Psychology, Michigan State University, 316 Physics Rd., East Lansing, MI, 48824, USA.",
"26946130","10.1093/Cercor/Bhw045","Tuning Eye-Gaze Perception by Transitory STS Inhibition.","2016-06-01","Processing eye-gaze information is a key step to human social interaction. Neuroimaging studies have shown that superior temporal sulcus (STS) is highly implicated in eye-gaze perception. In autism, a lack of preference for the eyes, as well as anatomo-functional abnormalities within the STS, has been described. To date, there are no experimental data in humans showing whether it is possible to interfere with eye-gaze processing by modulating STS neural activity. Here, we measured eye-gaze perception before and after inhibitory transcranial magnetic stimulation (TMS) applied over the posterior STS (pSTS) in young healthy volunteers. Eye-gaze processing, namely overt orienting toward the eyes, was measured using eye tracking during passive visualization of social movies. Inhibition of the right pSTS led participants to look less to the eyes of characters during visualization of social movies. Such effect was specific for the eyes and was not observed after inhibition of the left pSTS nor after placebo TMS. These results indicate for the first time that interfering with the right pSTS neural activity transitorily disrupts the behavior of orienting toward the eyes and thus indirectly gaze perception, a fundamental process for human social cognition. These results could open up new perspectives in therapeutic interventions in autism.","Saitovitch Ana, Popa Traian, Lemaitre Hervé, Rechtman Elza, Lamy Jean-Charles, Grévent David, Calmon Raphael, Meunier Sabine, Brunelle Francis, Samson Yves, Boddaert Nathalie, Zilbovicius Monica","Cerebral cortex (New York, N.Y. : 1991)","Cognition, Eye Movement Measurements, Female, Fixation, Ocular, Humans, Magnetic Resonance Imaging, Male, Neural Inhibition, Social Perception, Temporal Lobe, Transcranial Magnetic Stimulation, Visual Perception, Young Adult","https://www.ncbi.nlm.nih.gov/pubmed/26946130","Inserm U1127, CNRS UMR 7225, Sorbonne Universités, UPMC Univ. Paris 06, UMR S 1127, Institut du Cerveau et de la Moelle épinière, ICM, Centre de Neuro-imagerie de Recherche, CENIR, Paris, France.; Stroke Center, Groupe Hospitalier Pitié-Salpêtrière, AP-HP, Université Pierre et Marie Curie, Paris, France.; INSERM U1000, Department of Pediatric Radiology, Hôpital Necker Enfants Malades, AP-HP, University René Descartes, PRES Sorbonne Paris Cité, UMR 1163, Institut Imagine, Paris, France Faculté de Médecine, Université Paris-Sud, Paris, France.; INSERM U1000, Department of Pediatric Radiology, Hôpital Necker Enfants Malades, AP-HP, University René Descartes, PRES Sorbonne Paris Cité, UMR 1163, Institut Imagine, Paris, France.",
"26952820","10.1111/J.1601-5215.2007.00189.X","Long chain omega-3 polyunsaturated fatty acids in the treatment of psychiatric illnesses in children and adolescents.","2007-04-01","Long chain omega-3 polyunsaturated fatty acids (LCn-3PUFA) are in increasing use in the general population to treat health problems. The objective of the current article is to review the evidence for the rationale and benefit of LCn-3PUFA in the treatment of common psychiatric disorders in children and adolescents. A search of Psychlit, PubMed and Cochrane Databases was conducted using the terms child, adolescent, bipolar, depression, psychosis, first-episode psychosis, schizophrenia, attention deficit hyperactivity disorder (ADHD), autism, psychiatric, omega-3, n-3, docosahexaenoic acid and eicosapentaenoic acid. Further studies were identified from the bibliographies of published reviews. One small randomized controlled trial with LCn-3PUFA supplementation in depression in children found a small beneficial effect over placebo. Four placebo-controlled trials showed uncertain benefit of LCn-3PUFA for ADHD. Single placebo-controlled trials showed no benefit in autism or bipolar disorder. There is an absence of studies examining benefit for first-episode psychosis or schizophrenia in children and adolescents. While children and adolescents are receiving LCn-3PUFA for a range of psychiatric indications, there is only evidence of likely benefit for unipolar depression.","Clayton Edward H, Hanstock Tanya L, Garg Manohar L, Hazell Philip L","Acta neuropsychiatrica",,"https://www.ncbi.nlm.nih.gov/pubmed/26952820","1Nutraceuticals Research Group, University of Newcastle, Callaghan, NSW, Australia.; 4Central Clinical School, University of Sydney, NSW, Australia.; 2The Bipolar Program, Hunter New England Area Health Service, Newcastle, NSW, Australia.",
