pmid,doi,title,pub_date,abstract,authors,journal,keywords,url,affiliations
23104617,10.1007/S10803-012-1689-3,Brief Report: social disability in autism spectrum disorder: results from Research Units on Pediatric Psychopharmacology (RUPP) Autism Network trials.,2013-03-01,"There is growing interest in measuring social disability as a core element of autism spectrum disorders in medication trials. We conducted a secondary analysis on the Aberrant Behavior Checklist Social Withdrawal subscale using data from two federally-funded, multi-site, randomized trials with risperidone. Study 1 included 52 subjects assigned to placebo and 49 subjects to risperidone under double-blind conditions. Study 2 included 49 subjects assigned to risperidone only and 75 subjects assigned to risperidone plus parent training. After 8 weeks of treatment, all active treatments were superior to placebo (effect sizes ranging from 0.42 to 0.65). The findings suggest that the Social Withdrawal subscale may be a useful measure of social disability in acute treatment trials.","Scahill Lawrence, Hallett Victoria, Aman Michael G, McDougle Christopher J, Eugene Arnold L, McCracken James T, Tierney Elaine, Deng Yanhong, Dziura James, Vitiello Benedetto,  ",Journal of autism and developmental disorders,"Adolescent, Antipsychotic Agents, Child, Child Development Disorders, Pervasive, Child, Preschool, Double-Blind Method, Humans, Psychiatric Status Rating Scales, Research Design, Risperidone, Social Behavior, Social Perception, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/23104617,"Yale University School of Nursing and Child Study Center, New Haven, CT, USA. lawrence.scahill@emory.edu"
22070180,10.1089/Cap.2010.0134,Risperidone-related improvement of irritability in children with autism is not associated with changes in serum of epidermal growth factor and interleukin-13.,2011-12-01,"Risperidone has been shown to improve serious behavioral problems in children with autism. Here we asked whether risperidone-associated improvement was related to changes in concentrations of inflammatory molecules in the serum of these subjects. Seven molecules were identified as worthy of further assessment by performing a pilot analysis of 31 inflammatory markers in 21 medication-free subjects with autism versus 15 healthy controls: epidermal growth factor (EGF), interferon-γ (IFN-γ), interleukin (IL)-13, IL-17, monocyte chemoattractant protein-1 (MCP-1), IL-1 and IL-1-receptor antagonist. Serum concentrations of these markers were then established in a different set of subjects that participated in a double-blind, clinical trial and an expanded group of healthy subjects. In the first analysis, samples obtained from subjects with autism at baseline visits were compared to visits after 8-week treatment with placebo (n=37) or risperidone (n=40). The cytokine concentrations remained stable over the 8-week period for both risperidone and placebo groups. In the second analysis, we explored further the differences between medication-free subjects with autism (n=77) and healthy controls (recruited independently; n=19). Serum levels of EGF were elevated in subjects with autism (median=103 pg/mL, n=75) in comparison to healthy controls (75 pg/mL, n=19; p<0.05), and levels of IL-13 were decreased in autism (median=0.8 pg/mL, n=77) in comparison to controls (9.8 pg/mL, n=19; p=0.0003). These changes did not correlate with standardized measures used for a diagnosis of autism. In summary, risperidone-induced clinical improvement in subjects with autism was not associated with changes in the serum inflammatory markers measured. Whether altered levels of EGF and IL-13 play a role in the pathogenesis or phenotype of autism requires further investigation.","Tobiasova Zuzana, van der Lingen Klaas H B, Scahill Lawrence, Leckman James F, Zhang Yan, Chae Wookjin, McCracken James T, McDougle Christopher J, Vitiello Benedetto, Tierney Elaine, Aman Michael G, Arnold L Eugene, Katsovich Liliya, Hoekstra Pieter J, Volkmar Fred, Bothwell Alfred L M, Kawikova Ivana",Journal of child and adolescent psychopharmacology,"Adolescent, Anti-Inflammatory Agents, Antipsychotic Agents, Autistic Disorder, Biomarkers, Child, Child, Preschool, Double-Blind Method, Epidermal Growth Factor, Female, Humans, Inflammation Mediators, Interleukin-13, Irritable Mood, Male, Risperidone",https://www.ncbi.nlm.nih.gov/pubmed/22070180,"Department of Immunobiology, New Haven, CT 06520, USA."
19096921,10.1007/S10803-008-0675-2,Trial design challenges when combining medication and parent training in children with pervasive developmental disorders.,2009-05-01,"This paper presents the rationale for a 24-week, randomized trial designed to test whether risperidone plus structured parent training would be superior to risperidone only on measures of noncompliance, irritability and adaptive functioning. In this model, medication reduces tantrums, aggression and self-injury; parent training promotes improvement in noncompliance and adaptive functioning. Thus, medication and parent training target related, but separate, outcomes. At week 24, the medication was gradually withdrawn to determine whether subjects in the combined treatment group could be managed on a lower dose or off medication without relapse. Both symptom reduction and functional improvement are important clinical treatment targets. Thus, experimental evidence on the beneficial effects of combining pharmacotherapy and exportable behavioral interventions is needed to guide clinical practice.","Scahill Lawrence, Aman Michael G, McDougle Christopher J, Arnold L Eugene, McCracken James T, Handen Benjamin, Johnson Cynthia, Dziura James, Butter Eric, Sukhodolsky Denis, Swiezy Naomi, Mulick James, Stigler Kimberly, Bearss Karen, Ritz Louise, Wagner Ann, Vitiello Benedetto",Journal of autism and developmental disorders,"Adolescent, Aggression, Behavior Therapy, Child, Child Development Disorders, Pervasive, Combined Modality Therapy, Dopamine Antagonists, Female, Humans, Male, Outpatients, Parent-Child Relations, Parents, Patient Compliance, Personality Assessment, Psychiatric Status Rating Scales, Risperidone, Self-Injurious Behavior, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/19096921,"Child Study Center, Yale University, New Haven, CT 06520, USA. Lawrence.scahill@yale.edu"
18582177,10.1089/Cap.2007.0133,Cognitive effects of risperidone in children with autism and irritable behavior.,2008-06-01,"The objective of this research was to explore the effects of risperidone on cognitive processes in children with autism and irritable behavior. Thirty-eight children, ages 5-17 years with autism and severe behavioral disturbance, were randomly assigned to risperidone (0.5 to 3.5 mg/day) or placebo for 8 weeks. This sample of 38 was a subset of 101 subjects who participated in the clinical trial; 63 were unable to perform the cognitive tasks. A double-blind placebo-controlled parallel groups design was used. Dependent measures included tests of sustained attention, verbal learning, hand-eye coordination, and spatial memory assessed before, during, and after the 8-week treatment. Changes in performance were compared by repeated measures ANOVA. Twenty-nine boys and 9 girls with autism and severe behavioral disturbance and a mental age >or=18 months completed the cognitive part of the study. No decline in performance occurred with risperidone. Performance on a cancellation task (number of correct detections) and a verbal learning task (word recognition) was better on risperidone than on placebo (without correction for multiplicity). Equivocal improvement also occurred on a spatial memory task. There were no significant differences between treatment conditions on the Purdue Pegboard (hand-eye coordination) task or the Analog Classroom Task (timed math test). Risperidone given to children with autism at doses up to 3.5 mg for up to 8 weeks appears to have no detrimental effect on cognitive performance.","Aman Michael G, Hollway Jill A, McDougle Christopher J, Scahill Lawrence, Tierney Elaine, McCracken James T, Arnold L Eugene, Vitiello Benedetto, Ritz Louise, Gavaletz Allison, Cronin Pegeen, Swiezy Naomi, Wheeler Courtney, Koenig Kathleen, Ghuman Jaswinder K, Posey David J",Journal of child and adolescent psychopharmacology,"Adolescent, Autistic Disorder, Child, Child Behavior Disorders, Child, Preschool, Cognition, Cognition Disorders, Double-Blind Method, Female, Humans, Irritable Mood, Male, Psychomotor Performance, Risperidone",https://www.ncbi.nlm.nih.gov/pubmed/18582177,"Nisonger Center, Ohio State University, Columbus, OH, USA."
17178532,10.1080/13668250601006924,Dietary status and impact of risperidone on nutritional balance in children with autism: a pilot study.,2006-12-01,"Risperidone may be effective in improving tantrums, aggression, or self-injurious behaviour in children with autism, but often leads to weight gain. Using a quantitative Food Frequency Questionnaire (FFQ), we prospectively examined the nutritional intake of 20 children with autism participating in a randomised placebo-controlled trial of risperidone for disruptive behaviours. At baseline, the mean intakes for macronutrients, vitamins and minerals exceeded Dietary Reference Intakes (DRIs). However there was substantial inter-participant variability, with individual deficiencies (<80% of DRI) in the intake of calcium (9 of 20 participants), pantothenic acid (6 of 20), vitamin D (5 of 20) and vitamin K (8 of 20). For the participants for whom FFQs were available, there was an increase in weight and an increase in vitamin K intake after 2 months of risperidone treatment (n = 9) compared to placebo (n = 8). An additional 4 months of risperidone treatment (n = 8) did not result in significant changes in reported nutritional balance. These pilot data suggest that treatment with risperidone did not significantly affect the nutritional balance of this small group of children.","Lindsay Ronald L, Eugene Arnold L, Aman Michael G, Vitiello Benedetto, Posey David J, McDougle Christopher J, Scahill Lawrence, Pachler Maryellen, McCracken James T, Tierney Elaine, Bozzolo Dawn",Journal of intellectual & developmental disability,"Adolescent, Antipsychotic Agents, Autistic Disorder, Body Weight, Child, Child Nutritional Physiological Phenomena, Child, Preschool, Diet, Diet Records, Double-Blind Method, Female, Humans, Male, Nutrition Surveys, Nutritional Status, Pilot Projects, Prospective Studies, Risperidone, Surveys and Questionnaires",https://www.ncbi.nlm.nih.gov/pubmed/17178532,"Children's Health Center of St. Joseph's Hospital and Medical Center, Arizona 85013, USA. rlindsay@chw.edu"
25451017,10.1016/J.Pediatrneurol.2014.09.017,A randomized double-blind placebo-controlled clinical trial of adjuvant buspirone for irritability in autism.,2015-01-01,"The brain serotonin level is decreased in individuals with autism. Buspirone is a 5-HT(1A) receptor agonist with antiaggressive effects increasing prosocial behaviors. We conducted an 8-week randomized double-blind placebo-controlled clinical trial. Participants included 40 outpatient children and adolescents with autism. The patients took buspirone plus risperidone or risperidone plus placebo during 8 weeks. The patients were assessed at baseline, week 4, and week 8 using the Aberrant Behavior Checklist-Community Rating Scale. Eighteen patients in the placebo group and 16 patients in the buspirone group completed this trial. The mean dose of buspirone was 6.7 (SD 2.7) mg/day. Irritability subscale score significantly decreased during this trial in both groups (buspirone group: declined from 25.7 [SD 5.7] to 16.3 [SD 8.5]; placebo group: declined from 24.7 [SD 7.6] to 18.2 [SD 7.7]). The Cohen d effect size was .45. Thirteen (81.2%) of 16 patients in the buspirone group and 7 (38.9%) of 18 patients in the placebo group showed a ≥30% decline in irritability score. The relative risk for treatment was 2.1. There were no serious adverse effects. The most common adverse effects in the buspirone group were increased appetite, drowsiness, and fatigue. This clinical trial supports that low dose buspirone plus risperidone is more effective than risperidone plus placebo for treating irritability in individuals with autism.","Ghanizadeh Ahmad, Ayoobzadehshirazi Anaheed",Pediatric neurology,"Ambulatory Care, Autistic Disorder, Buspirone, Child, Double-Blind Method, Drug Therapy, Combination, Female, Humans, Irritable Mood, Male, Psychiatric Status Rating Scales, Psychotropic Drugs, Risperidone, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/25451017,"Research Center for Psychiatry and Behavioral Sciences, Shiraz University of Medical Sciences, Shiraz, Iran; Department of Psychiatry, School of Medicine, Shiraz University of Medical Sciences, Shiraz, Iran; Department of Neuroscience, School of Advanced Medical Sciences and Technologies, Shiraz University of Medical Sciences, Shiraz, Iran. Electronic address: ghanizad@sina.tums.ac.ir.; Research Center for Psychiatry and Behavioral Sciences, Shiraz University of Medical Sciences, Shiraz, Iran."
23886027,10.1186/1471-244X-13-196,A randomized double blind placebo controlled clinical trial of N-Acetylcysteine added to risperidone for treating autistic disorders.,2013-07-25,"This study examined the efficacy and safety of N-acetylcysteine (NAC) augmentation for treating irritability in children and adolescents with autism spectrum disorders (ASD). Forty children and adolescents met diagnostic criteria for ASD according to DSM-IV. They were randomly allocated into one of the two groups of NAC (1200 mg/day)+risperidone or placebo+risperidone. NAC and placebo were administered in the form of effervescent and in two divided doses for 8 weeks. Irritability subscale score of Aberrant Behavior Checklist (ABC) was considered as the main outcome measure. Adverse effects were also checked. The mean score of irritability in the NAC+risperidone and placebo+risperidone groups at baseline was 13.2(5.3) and 16.7(7.8), respectively. The scores after 8 weeks were 9.7(4.1) and 15.1(7.8), respectively. Repeated measures of ANOVA showed that there was a significant difference between the two groups after 8 weeks. The most common adverse effects in the NAC+risperidone group were constipation (16.1%), increased appetite (16.1%), fatigue (12.9%), nervousness (12.9%), and daytime drowsiness (12.9%). There was no fatal adverse effect. Risperidone plus NAC more than risperidone plus placebo decreased irritability in children and adolescents with ASD. Meanwhile, it did not change the core symptoms of autism. Adverse effects were not common and NAC was generally tolerated well. This trial was registered at http://www.irct.ir. The registration number of this trial was IRCT201106103930N6.","Ghanizadeh Ahmad, Moghimi-Sarani Ebrahim",BMC psychiatry,"Adolescent, Antipsychotic Agents, Autistic Disorder, Child, Child, Preschool, Cystine, Double-Blind Method, Drug Therapy, Combination, Female, Humans, Irritable Mood, Male, Risperidone, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/23886027,"Research Center for Psychiatry and Behavioral Sciences, Shiraz University of Medical Sciences, School of Medicine, Shiraz, Iran. ghanizad@sina.tums.ac.ir"
25580916,10.1097/Wnf.0000000000000063,"N-acetylcysteine as an adjunctive therapy to risperidone for treatment of irritability in autism: a randomized, double-blind, placebo-controlled clinical trial of efficacy and safety.",2015-01-01,"According to the proposed interference of N-acetylcysteine (NAC) with pathophysiologic processes of autistic disorders (ADs), we aimed to assess the effectiveness and safety of NAC as an adjunct to risperidone in the treatment of ADs in a randomized, double-blind, clinical trial. The participants were referred outpatients between 4 and 12 years of age with the diagnosis of ADs and a score of more than 12 on Aberrant Behavior Checklist-Community (ABC-C) Irritability subscale score. The participants were randomized into 2 groups. One group received risperidone plus NAC, and the other group received risperidone plus placebo. The dose of risperidone was titrated between 1 and 2.0 mg/d, and the dose of NAC was 600 to 900 mg/d. The main outcome was mean decrease in the ABC-C irritability subscale score from baseline at 5 and 10 weeks. Changes in other subscales were considered as secondary outcome measures. Forty patients completed the 10-week trial. Baseline characteristics including age, sex and body weight, as well as baseline scores in 5 subscales did not demonstrate statistically significant difference between the 2 groups. Repeated-measures analysis showed significant effect for time × treatment interaction in irritability (P = 0.01) and hyperactivity/noncompliance (P = 0.02) subscales. By week 10, the NAC group showed significantly more reduction in irritability (P = 0.02) and hyperactivity/noncompliance (P = 0.01) subscales scores. N-acetylcysteine can be considered as an adjuvant therapy for ADs with beneficial therapeutic outcomes.","Nikoo Mohammadali, Radnia Hanieh, Farokhnia Mehdi, Mohammadi Mohammad-Reza, Akhondzadeh Shahin",Clinical neuropharmacology,"Acetylcysteine, Antipsychotic Agents, Autistic Disorder, Child, Child, Preschool, Dose-Response Relationship, Drug, Double-Blind Method, Drug Therapy, Combination, Female, Follow-Up Studies, Free Radical Scavengers, Humans, Irritable Mood, Male, Psychiatric Status Rating Scales, Risperidone, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/25580916,"Psychiatric Research Center, Roozbeh Psychiatric Hospital, Tehran University of Medical Sciences, Tehran, Iran."
20637249,10.1016/J.Pnpbp.2010.07.005,"Double-blind, placebo-controlled trial of risperidone plus topiramate in children with autistic disorder.",2010-10-01,"Autism is a complex neurodevelopmental disorder that forms part of a spectrum of related disorders referred to as Autism Spectrum Disorders. The present study assessed the effects of topiramate plus risperidone in the treatment of autistic disorder. Forty children between the ages of 4 and 12 years with a DSM IV clinical diagnosis of autism who were outpatients from a specialty clinic for children were recruited. The children presented with a chief complaint of severely disruptive symptoms related to autistic disorder. Patients were randomly allocated to topiramate+risperidone (Group A) or placebo+risperidone (Group B) for an 8-week, double-blind, placebo-controlled study. The dose of risperidone was titrated up to 2 mg/day for children between 10 and 40 kg and 3 mg/day for children weighting above 40 kg. The dose of topiramate was titrated up to 200 mg/day depending on weight (100 mg/day for <30 kg and 200 mg/day for >30 kg). Patients were assessed at baseline and after 2, 4, 6 and 8 weeks after starting medication. Measure of outcome was the Aberrant Behavior Checklist-Community (ABC-C) Rating Scale. Difference between the two protocols was significant as the group that received topiramate had a greater reduction in ABC-C subscale scores for irritability, stereotypic behavior and hyperactivity/noncompliance. The results suggest that the combination of topiramate with risperidone may be superior to risperidone monotherapy for children with autistic disorder. However the results need to be further confirmed by a larger randomized controlled trial.","Rezaei Vala, Mohammadi Mohammad-Reza, Ghanizadeh Ahmad, Sahraian Ali, Tabrizi Mina, Rezazadeh Shams-Ali, Akhondzadeh Shahin",Progress in neuro-psychopharmacology & biological psychiatry,"Antipsychotic Agents, Autistic Disorder, Child, Child, Preschool, Dose-Response Relationship, Drug, Double-Blind Method, Drug Therapy, Combination, Female, Fructose, Humans, Male, Neuroprotective Agents, Neuropsychological Tests, Psychiatric Status Rating Scales, Retrospective Studies, Risperidone, Severity of Illness Index, Topiramate, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/20637249,"Research Center for Psychiatry and Behavioral Sciences, Shiraz University of Medical Sciences, Hafez Hospital, Shiraz, Iran."
18080171,10.1007/S00787-007-0620-5,"Risperidone versus haloperidol in children and adolescents with AD : a randomized, controlled, double-blind trial.",2008-02-01,"The aim of the study was to compare safety, efficacy and tolerability of risperidone with haloperidol in the treatment of Autistic Disorder (AD). This study was designed as a double-blind, prospective, for a 12-week period. A total of 30 subjects, between the ages of 8 and 18 with AD based on DSM IV criteria, were included in the study. Behavioral Rating Scales were performed by the investigators and the parents. Safety assessment included vital signs, electrocardiogram, electroencephalogram, adverse events, laboratory tests, extrapyramidal symptoms and the side effects. Both treatments were applied in a once daily dosage regimen of 0.01-0.08 mg/kg/day. The reduction from baseline in Ritvo-Freeman Real Life Rating Scale (RF-RLRS), sensory motor (subscale I) and language (subscale V) scores were significant in risperidone group (P < 0.05). Compared to haloperidol, risperidone led to a significantly greater reduction in the Aberrant Behavior Checklist (ABC) and Turgay DSM-IV Pervasive Developmental Disorder (PDD) scale scores (P < 0.05 and P < 0.01). There was a greater increase of prolactin in the risperidone group, while alanine amino transferase (ALT) had further increased in the haloperidol group. Sensory motor behaviors (subscale I) and language at the end of the 12th week, RF-RLRS sensory motor and language subscale scores decreased in the risperidone group further than the other group (P < 0.05). Risperidone was found to be more effective than haloperidol in the treatment of behavioral symptoms, impulsivity, language skills, and impaired social relations in children with AD. These results demonstrated that both drugs were safe and well tolerated in the treatment of AD.","Miral Suha, Gencer Ozlem, Inal-Emiroglu F Neslihan, Baykara Burak, Baykara Aysen, Dirik Eray",European child & adolescent psychiatry,"Adolescent, Alanine Transaminase, Antipsychotic Agents, Autistic Disorder, Child, Child Behavior Disorders, Dose-Response Relationship, Drug, Double-Blind Method, Dyskinesia, Drug-Induced, Female, Humans, Male, Outcome Assessment, Health Care, Personality Assessment, Prolactin, Risperidone",https://www.ncbi.nlm.nih.gov/pubmed/18080171,"Department of Child and Adolescent Psychiatry, Dokuz Eylul University Faculty of Medicine, 35340 Narlidere, Izmir, Turkey. suha.miral@deu.edu.tr"
34034808,10.1186/S13229-021-00447-5,Randomized controlled trial of sulforaphane and metabolite discovery in children with Autism Spectrum Disorder.,2021-05-25,"Sulforaphane (SF), an isothiocyanate in broccoli, has potential benefits relevant to autism spectrum disorder (ASD) through its effects on several metabolic and immunologic pathways. Previous clinical trials of oral SF demonstrated positive clinical effects on behavior in young men and changes in urinary metabolomics in children with ASD. We conducted a 15-week randomized parallel double-blind placebo-controlled clinical trial with 15-week open-label treatment and 6-week no-treatment extensions in 57 children, ages 3-12 years, with ASD over 36 weeks. Twenty-eight were assigned SF and 29 received placebo (PL). Clinical effects, safety and tolerability of SF were measured as were biomarkers to elucidate mechanisms of action of SF in ASD. Data from 22 children taking SF and 23 on PL were analyzed. Treatment effects on the primary outcome measure, the Ohio Autism Clinical Impressions Scale (OACIS), in the general level of autism were not significant between SF and PL groups at 7 and 15 weeks. The effect sizes on the OACIS were non-statistically significant but positive, suggesting a possible trend toward greater improvement in those on treatment with SF (Cohen's d 0.21; 95% CI - 0.46, 0.88 and 0.10; 95% CI - 0.52, 0.72, respectively). Both groups improved in all subscales when on SF during the open-label phase. Caregiver ratings on secondary outcome measures improved significantly on the Aberrant Behavior Checklist (ABC) at 15 weeks (Cohen's d - 0.96; 95% CI - 1.73, - 0.15), but not on the Social Responsiveness Scale-2 (SRS-2). Ratings on the ABC and SRS-2 improved with a non-randomized analysis of the length of exposure to SF, compared to the pre-treatment baseline (p < 0.001). There were significant changes with SF compared to PL in biomarkers of glutathione redox status, mitochondrial respiration, inflammatory markers and heat shock proteins. Clinical laboratory studies confirmed product safety. SF was very well tolerated and side effects of treatment, none serious, included rare insomnia, irritability and intolerance of the taste and smell. The sample size was limited to 45 children with ASD and we did not impute missing data. We were unable to document significant changes in clinical assessments during clinical visits in those taking SF compared to PL. The clinical results were confounded by placebo effects during the open-label phase. SF led to small yet non-statistically significant changes in the total and all subscale scores of the primary outcome measure, while for secondary outcome measures, caregivers' assessments of children taking SF showed statistically significant improvements compared to those taking PL on the ABC but not the SRS-2. Clinical effects of SF were less notable in children compared to our previous trial of a SF-rich preparation in young men with ASD. Several of the effects of SF on biomarkers correlated to clinical improvements. SF was very well tolerated and safe and effective based on our secondary clinical measures. This study was prospectively registered at clinicaltrials.gov (NCT02561481) on September 28, 2015. Funding was provided by the U.S. Department of Defense.","Zimmerman Andrew W, Singh Kanwaljit, Connors Susan L, Liu Hua, Panjwani Anita A, Lee Li-Ching, Diggins Eileen, Foley Ann, Melnyk Stepan, Singh Indrapal N, James S Jill, Frye Richard E, Fahey Jed W",Molecular autism,"Autism Spectrum Disorder, Child, Child, Preschool, Humans, Isothiocyanates, Laboratories, Clinical, Sulfoxides, United States",https://www.ncbi.nlm.nih.gov/pubmed/34034808,"Department of Psychiatry and Behavioral Sciences, and iMIND Hopkins, Johns Hopkins University School of Medicine, 600 N. Wolfe St., Baltimore, MD, 21287, USA.; Department of Pharmacology and Molecular Sciences, and The Cullman Chemoprotection Center, Johns Hopkins University School of Medicine, 725 N. Wolfe St., Baltimore, MD, 21205, USA.; Departments of Pediatrics, Neurology and Psychiatry, University of Massachusetts Medical School, 55 N. Lake Ave., Worcester, MA, 01655, USA. Andrew.Zimmerman@umassmemorial.org.; Departments of Pediatrics, Neurology and Psychiatry, University of Massachusetts Medical School, 55 N. Lake Ave., Worcester, MA, 01655, USA.; Department of Pediatrics, University of Arkansas for Medical Sciences, 4301 W. Markham St., Little Rock, AR, 72205, USA.; Barrow Neurologic Institute at Phoenix Children's Hospital and Department of Child Health, University of Arizona College of Medicine - Phoenix, 475 N. 5th St., Phoenix, AZ, 85004, USA.; Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, 615 N. Wolfe St., Baltimore, MD, 21205, USA."
25313065,10.1073/Pnas.1416940111,Sulforaphane treatment of autism spectrum disorder (ASD).,2014-10-28,"Autism spectrum disorder (ASD), characterized by both impaired communication and social interaction, and by stereotypic behavior, affects about 1 in 68, predominantly males. The medico-economic burdens of ASD are enormous, and no recognized treatment targets the core features of ASD. In a placebo-controlled, double-blind, randomized trial, young men (aged 13-27) with moderate to severe ASD received the phytochemical sulforaphane (n = 29)--derived from broccoli sprout extracts--or indistinguishable placebo (n = 15). The effects on behavior of daily oral doses of sulforaphane (50-150 µmol) for 18 wk, followed by 4 wk without treatment, were quantified by three widely accepted behavioral measures completed by parents/caregivers and physicians: the Aberrant Behavior Checklist (ABC), Social Responsiveness Scale (SRS), and Clinical Global Impression Improvement Scale (CGI-I). Initial scores for ABC and SRS were closely matched for participants assigned to placebo and sulforaphane. After 18 wk, participants receiving placebo experienced minimal change (<3.3%), whereas those receiving sulforaphane showed substantial declines (improvement of behavior): 34% for ABC (P < 0.001, comparing treatments) and 17% for SRS scores (P = 0.017). On CGI-I, a significantly greater number of participants receiving sulforaphane had improvement in social interaction, abnormal behavior, and verbal communication (P = 0.015-0.007). Upon discontinuation of sulforaphane, total scores on all scales rose toward pretreatment levels. Dietary sulforaphane, of recognized low toxicity, was selected for its capacity to reverse abnormalities that have been associated with ASD, including oxidative stress and lower antioxidant capacity, depressed glutathione synthesis, reduced mitochondrial function and oxidative phosphorylation, increased lipid peroxidation, and neuroinflammmation.","Singh Kanwaljit, Connors Susan L, Macklin Eric A, Smith Kirby D, Fahey Jed W, Talalay Paul, Zimmerman Andrew W",Proceedings of the National Academy of Sciences of the United States of America,"Adolescent, Adult, Child Development Disorders, Pervasive, Humans, Isothiocyanates, Male, Placebos, Social Behavior, Sulfoxides, Treatment Outcome, Young Adult",https://www.ncbi.nlm.nih.gov/pubmed/25313065,"Lurie Center for Autism, Department of Pediatrics, Massachusetts General Hospital for Children, Harvard Medical School, Lexington, MA 02421;; McKusick-Nathans Institute for Genetic Medicine and.; Department of Pharmacology and Molecular Sciences, Lewis B. and Dorothy Cullman Chemoprotection Center, The Johns Hopkins University School of Medicine, Baltimore, MD 21205 ptalalay@jhmi.edu Andrew.Zimmerman@umassmemorial.org.; Lurie Center for Autism, Department of Pediatrics, Massachusetts General Hospital for Children, Harvard Medical School, Lexington, MA 02421; Department of Pediatrics (Neurology), University of Massachusetts Medical School, Worcester, MA 01655;; Department of Pharmacology and Molecular Sciences, Lewis B. and Dorothy Cullman Chemoprotection Center, The Johns Hopkins University School of Medicine, Baltimore, MD 21205.; Department of Medicine, Massachusetts General Hospital Biostatistics Center and Harvard Medical School, Boston, MA 02114; and.; Lurie Center for Autism, Department of Pediatrics, Massachusetts General Hospital for Children, Harvard Medical School, Lexington, MA 02421; Department of Pediatrics (Neurology), University of Massachusetts Medical School, Worcester, MA 01655; ptalalay@jhmi.edu Andrew.Zimmerman@umassmemorial.org."
23782126,10.1089/Cap.2012.0127,"Tetrahydrobiopterin as a treatment for autism spectrum disorders: a double-blind, placebo-controlled trial.",2013-06-01,"The purpose of this study was to determine if tetrahydrobiopterin (BH4) reduced core symptoms of autism spectrum disorder (ASD). In this study, 46 children, 3-7 years of age diagnosed with an ASD were randomly assigned to double-blind treatment with 20 mg/kg/day BH4 or placebo for 16 weeks. The primary outcome measure was the Clinical Global Impressions Improvement and Severity Scales (CGI-I and CGI-S); secondary outcomes were the Preschool Language Scale-4 (PLS-4), Social Responsiveness Scale (SRS), Aberrant Behavior Checklist (ABC), and Vineland Adaptive Behavior Scales (Vineland). Overall, no differences were found on global improvement as measured with the CGI-I or CGI-S. Secondary measures indicated significant improvements for BH4 relative to placebo with regard to social awareness, autism mannerisms, hyperactivity, and inappropriate speech. Side effects were minimal and similar between both active medication and placebo. These results indicate that BH4 offers promise in reducing symptoms of ASD. Clinical Trials.gov Identifier: NCT00850070.","Klaiman Cheryl, Huffman Lynne, Masaki Lauren, Elliott Glen R",Journal of child and adolescent psychopharmacology,"Biopterins, Child, Child Development Disorders, Pervasive, Child, Preschool, Double-Blind Method, Female, Humans, Male, Prospective Studies, Psychiatric Status Rating Scales, Severity of Illness Index, Treatment Outcome",https://www.ncbi.nlm.nih.gov/pubmed/23782126,"Marcus Autism Center, Children's Healthcare of Atlanta and Department of Pediatrics, Emory University School of Medicine, Atlanta, Georgia, USA. cheryl.klaiman@emory.edu"
